display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859759055983 }",inactive,5078,546288,770774,None,Binance,1539867558,1673072134
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 17493429416806 }",active,211,549926,945340,None,Binance,1542118262,1776350880
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 14084998536624 }",active,48,788818,948042,,Robinhood,1683571340,1777993363
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 13001007900252 }",inactive,45,590368,899592,3-of-5 multisig,Bitfinex,1565949629,1748919979
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 9693640679644 }",active,1,756361,952081,3-of-5 multisig,Tether,1664538639,1780380519
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 9185011551142 }",active,27,704522,946451,3-of-5 multisig,Bitfinex,1633955955,1777036257
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 7326871609600 }",active,1938,761374,954855,,Upbit,1667371537,1782142282
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000688924 }",inactive,114,581111,763655,None,Binance,1560772361,1668742580
bc1q0ymzksy046tv4z88ts5nmu7s574umnwmdev3rt,"{ ""P2WPKH"" : 6265750674197 }",active,49,910923,911024,,Kraken,1755714589,1755779607
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 5590467077415 }",active,295,767604,944213,None,Gemini,1671155337,1775667564
bc1q0j55cut9nd2c88tnnsfultdx696c8lt6n4n0su,"{ ""P2WPKH"" : 4397422601391 }",active,61,939345,952226,,unidentified,1772679247,1780494838
bc1qws342rlkhszh58rtn35zrw7w076puz83gkcufy,"{ ""P2WPKH"" : 4328500015621 }",active,4,916023,953343,,Deribit,1758627532,1781253978
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4252458658580 }",active,118,828493,954813,2-of-2 multisig,Coincheck,1706846746,1782115439
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,"{ ""P2WSH"" : 3819436828479 }",active,50,850077,947230,3-of-6 multisig,Bybit,1719730779,1777516092
bc1qy3uw2kk45uj9vsy52rjfhydm2tnd6hreu8vha3,"{ ""P2WPKH"" : 3748418212745 }",active,30,910787,933108,,Kraken,1755631257,1768925586
3FuhQLprN9s9MR3bZzR5da7mw75fuahsaU,"{ ""P2SH"" : 3199992282704 }",active,3034,871495,952448,None,Bithumb,1732281641,1780644710
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164340209685 }",inactive,4819,630028,639966,,Binance Pool,1589245063,1595213609
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007642162 }",inactive,259,55632,70071,,unidentified,1273738958,1280014523
bc1q8taf2eca7pn9wu4czt8fgftqm288xtfxdyt33syzxuexxty733xsszghzk,"{ ""P2WSH"" : 3080000010098 }",active,17,877255,908911,3-of-5 multisig,Bitfinex,1735686730,1754515954
bc1qukw69mjxwp30adfqddv6gcyva26laxz562rhlk,"{ ""P2WPKH"" : 3046660299896 }",active,24,910924,946309,,Kraken,1755715762,1776952572
bc1q6h2v33qt0jjvpr2hxxtwhtvdvtn086g0n2qu06,"{ ""P2WPKH"" : 2969623736295 }",active,11,922343,954862,,Bitcoin Group SE,1762358087,1782145290
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 2698353636524 }",active,46,561082,933986,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1769526087
bc1qysj2w7xsw09datsy9mt9x50jn7qjd6qde6d66qm3ce0a4y9uzdpqcavdr0,"{ ""P2WSH"" : 2616163064225 }",active,58,889381,952129,3-of-5 multisig,River,1742914776,1780417322
39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,"{ ""P2SH"" : 2606238477237 }",active,49,820136,931290,None,unidentified,1701953241,1767801834
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2359950832823 }",active,91,741078,937194,,unidentified,1655408553,1771400541
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 2315218888931 }",active,2345,725859,954986,,Crypto.com,1646387452,1782209640
bc1qs4z2d3h5je080f74tax92dwg08sf3hylj9vfg3,"{ ""P2WPKH"" : 2075501097254 }",active,6,933407,936399,,Revolut,1769110170,1771001118
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 2014461230961 }",active,65,745992,954986,2-of-2 multisig,Bitbank,1658472975,1782209640
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800352342 }",inactive,130,459340,459341,,unidentified,1490709559,1490709895
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1862693815758 }",active,1,877104,954451,,Purpose Investments,1735593578,1781904796
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay,"{ ""P2SH"" : 1806014284979 }",active,253,678122,953923,2-of-3 multisig,unidentified,1617778570,1781603497
bc1p6mv2d3rpfhatkv77r6huuurgqyyklxpsnw3090k2qjwqtd6cwkcqzsruxt,"{ ""P2TR"" : 1650000500330 }",never_spent,35,940788,,,Babylon,1773588149,
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555998436 }",inactive,120,505553,505587,,unidentified,1516640759,1516659244
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 1503234870679 }",active,121,824506,954305,None,VanEck,1704478197,1781816182
1BAuq7Vho2CEkVkUxbfU26LhwQjbCmWQkD,"{ ""P2PKH"" : 1500000146545 }",inactive,22,720872,839717,,Binance,1643450370,1713410760
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,"{ ""P2PKH"" : 1487258326453 }",active,130,822203,953902,,Binance,1703142175,1781593073
1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,"{ ""P2PKH"" : 1423827439650 }",active,188,771695,942264,,Upbit,1673588396,1774505697
bc1qlt5nm3kflne7rht4alsnzdzad878ld5rcu4na0,"{ ""P2WPKH"" : 1387728899616 }",active,14963,865542,953119,,Crypto.com,1728874019,1781105050
36X44rmLtk218sXACZ3gFpNMFENi6dQ2n3,"{ ""P2SH"" : 1362454835773 }",active,64,942945,943078,None,unidentified,1774884267,1774970566
3KZbyboy2MKfQjDKKf2R4UdVbUKgYvso22,"{ ""P2SH"" : 1358890241100 }",active,1,940897,945506,None,Bitfinex,1773667106,1776450575
bc1qsg6x2cvm75xuddn5g0ss9zglaamgz90q8vcp8w,"{ ""P2WPKH"" : 1351427986789 }",active,6,912325,914992,,Paxos,1756511099,1758047253
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1307728269904 }",active,129,671980,936204,None,unidentified,1614174908,1770889407
1M6V17HCv255sevEvB4P9fjZYoJC6z9NBJ|bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2PKH"" : 600, ""P2WPKH"" : 1261363370755 }",active,792,704052,954998,,Binance,1633677284,1782218758
bc1p4zxtwg3rhr5jqkzuvf0q03m2a69clydghqqz6arhldxln7ew0guq840aqm,"{ ""P2TR"" : 1250000500330 }",never_spent,27,940783,,,Babylon,1773585745,
bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,"{ ""P2WPKH"" : 1195570610333 }",active,3,814641,954752,,BitMEX,1698732830,1782081897
bc1qatjx2qc8vxz39m0qdz303z8et2pgmc74xz8km3,"{ ""P2WPKH"" : 1081048468104 }",active,2,877094,954871,,CI Global Asset Mgmt,1735587102,1782151588
3NWndKFmvV6cJ6ENgXVeaDTo3mBfAvr27H,"{ ""P2SH"" : 1074632947258 }",active,148,561082,954232,3-of-8 multisig,Boerse Stuttgart Digital,1549035993,1781783643
3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,"{ ""P2SH"" : 1005851094000 }",active,83,548485,939274,None,Bitfinex,1541189684,1772635423
bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge3gvh,"{ ""P2WSH"" : 1002022621834 }",active,2,832688,952583,3-of-5 multisig,Abraxas Capital Mgmt,1709301624,1780730448
1DzsfLRDfbmQM99xm59au2SrTY3YmciBSB,"{ ""P2PKH"" : 1000001069955 }",inactive,47,761378,761392,,Upbit,1667373869,1667385728
1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTm,"{ ""P2PKH"" : 1000000864867 }",inactive,38,761381,761392,,Upbit,1667376251,1667385728
12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCt,"{ ""P2PKH"" : 1000000774640 }",inactive,38,761380,761392,,Upbit,1667375892,1667385728
17uULjz9moeLyjXHoKNwDRgKzf8ahY3Jia,"{ ""P2PKH"" : 1000000767686 }",inactive,38,761380,761392,,Upbit,1667375892,1667385728
18qNs1yBGGKR8RyErnEF5kegbNUgPfixhS,"{ ""P2PKH"" : 1000000732051 }",inactive,38,761381,761392,,Upbit,1667376251,1667385728
