display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859758474105 }",inactive,5074,546288,770774,None,Binance,1539867558,1673072134
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 15308242115168 }",active,205,549926,945340,None,Binance,1542118262,1776350880
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 14006298531919 }",active,45,788818,948042,,Robinhood,1683571340,1777993363
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 13001007900252 }",active,45,590368,899592,3-of-5 multisig,Bitfinex,1565949629,1748919979
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 9714070687949 }",active,13,756361,946442,3-of-5 multisig,Tether,1664538639,1777033367
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 9185011550812 }",active,26,704522,946451,3-of-5 multisig,Bitfinex,1633955955,1777036257
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 7388964106166 }",active,1841,761374,950905,,Upbit,1667371537,1779681632
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000688378 }",inactive,113,581111,763655,None,Binance,1560772361,1668742580
bc1q0ymzksy046tv4z88ts5nmu7s574umnwmdev3rt,"{ ""P2WPKH"" : 6265750674197 }",active,49,910923,911024,,Kraken,1755714589,1755779607
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 5590467064215 }",active,294,767604,944213,None,Gemini,1671155337,1775667564
bc1q0j55cut9nd2c88tnnsfultdx696c8lt6n4n0su,"{ ""P2WPKH"" : 4263660008483 }",active,71,939345,939441,,unidentified,1772679247,1772725095
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4246279442075 }",active,114,828493,950491,2-of-2 multisig,Coincheck,1706846746,1779443754
bc1qws342rlkhszh58rtn35zrw7w076puz83gkcufy,"{ ""P2WPKH"" : 4126000015621 }",active,2,916023,950548,,Deribit,1758627532,1779473263
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,"{ ""P2WSH"" : 3819436828149 }",active,49,850077,947230,3-of-6 multisig,Bybit,1719730779,1777516092
bc1qy3uw2kk45uj9vsy52rjfhydm2tnd6hreu8vha3,"{ ""P2WPKH"" : 3748418212745 }",active,30,910787,933108,,Kraken,1755631257,1768925586
3FuhQLprN9s9MR3bZzR5da7mw75fuahsaU,"{ ""P2SH"" : 3296052194987 }",active,2759,871495,948431,None,Bithumb,1732281641,1778226785
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164340207618 }",inactive,4817,630028,639966,,Binance Pool,1589245063,1595213609
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007642162 }",inactive,259,55632,70071,,unidentified,1273738958,1280014523
bc1q8taf2eca7pn9wu4czt8fgftqm288xtfxdyt33syzxuexxty733xsszghzk,"{ ""P2WSH"" : 3080000010098 }",active,17,877255,908911,3-of-5 multisig,Bitfinex,1735686730,1754515954
bc1q6h2v33qt0jjvpr2hxxtwhtvdvtn086g0n2qu06,"{ ""P2WPKH"" : 3057392236802 }",active,11,922343,942024,,Bitcoin Group SE,1762358087,1774373269
bc1qukw69mjxwp30adfqddv6gcyva26laxz562rhlk,"{ ""P2WPKH"" : 3046660299896 }",active,24,910924,946309,,Kraken,1755715762,1776952572
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 2698353635978 }",active,45,561082,933986,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1769526087
39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,"{ ""P2SH"" : 2606238476691 }",active,48,820136,931290,None,unidentified,1701953241,1767801834
bc1qysj2w7xsw09datsy9mt9x50jn7qjd6qde6d66qm3ce0a4y9uzdpqcavdr0,"{ ""P2WSH"" : 2535469341669 }",active,55,889381,948084,3-of-5 multisig,River,1742914776,1778018937
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2359950832823 }",active,91,741078,937194,,unidentified,1655408553,1771400541
bc1qs4z2d3h5je080f74tax92dwg08sf3hylj9vfg3,"{ ""P2WPKH"" : 2075501097254 }",active,6,933407,936399,,Revolut,1769110170,1771001118
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 2041638830199 }",active,2128,725859,950829,,Crypto.com,1646387452,1779644082
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 2014678339444 }",active,64,745992,950975,2-of-2 multisig,Bitbank,1658472975,1779725988
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800351792 }",inactive,129,459340,459341,,unidentified,1490709559,1490709895
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1875593815758 }",active,1,877104,950417,,Purpose Investments,1735593578,1779399170
1M6V17HCv255sevEvB4P9fjZYoJC6z9NBJ|bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2PKH"" : 600, ""P2WPKH"" : 1702318219643 }",active,1091,704052,951000,,Binance,1633677284,1779733801
bc1p6mv2d3rpfhatkv77r6huuurgqyyklxpsnw3090k2qjwqtd6cwkcqzsruxt,"{ ""P2TR"" : 1650000500330 }",never_spent,35,940788,,,Babylon,1773588149,
bc1qlt5nm3kflne7rht4alsnzdzad878ld5rcu4na0,"{ ""P2WPKH"" : 1641897537959 }",active,15080,865542,950092,,Crypto.com,1728874019,1779201079
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay,"{ ""P2SH"" : 1599674843479 }",active,239,678122,950537,2-of-3 multisig,unidentified,1617778570,1779466494
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555997890 }",inactive,119,505553,505587,,unidentified,1516640759,1516659244
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 1530809937404 }",active,124,824506,949992,None,VanEck,1704478197,1779138715
1BAuq7Vho2CEkVkUxbfU26LhwQjbCmWQkD,"{ ""P2PKH"" : 1500000146545 }",inactive,22,720872,839717,,Binance,1643450370,1713410760
1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,"{ ""P2PKH"" : 1423207684058 }",active,187,771695,942264,,Upbit,1673588396,1774505697
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,"{ ""P2PKH"" : 1400658330447 }",active,125,822203,949060,,Binance,1703142175,1778581681
3KZbyboy2MKfQjDKKf2R4UdVbUKgYvso22,"{ ""P2SH"" : 1358890241100 }",active,1,940897,945506,None,Bitfinex,1773667106,1776450575
bc1qsg6x2cvm75xuddn5g0ss9zglaamgz90q8vcp8w,"{ ""P2WPKH"" : 1351427986789 }",active,6,912325,914992,,Paxos,1756511099,1758047253
36X44rmLtk218sXACZ3gFpNMFENi6dQ2n3,"{ ""P2SH"" : 1316856169556 }",active,49,942945,943078,None,unidentified,1774884267,1774970566
bc1p4zxtwg3rhr5jqkzuvf0q03m2a69clydghqqz6arhldxln7ew0guq840aqm,"{ ""P2TR"" : 1250000500330 }",never_spent,27,940783,,,Babylon,1773585745,
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1247728069358 }",active,122,671980,936204,None,unidentified,1614174908,1770889407
bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,"{ ""P2WPKH"" : 1198950579598 }",active,5,814641,949514,,BitMEX,1698732830,1778848814
