display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859759056528 }",inactive,5079,546288,770774,None,Binance,1539867558,1673072134
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 17493429416806 }",active,211,549926,945340,None,Binance,1542118262,1776350880
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 14084998536624 }",active,48,788818,948042,,Robinhood,1683571340,1777993363
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 13001007900252 }",inactive,45,590368,899592,3-of-5 multisig,Bitfinex,1565949629,1748919979
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 9693640679644 }",active,1,756361,952081,3-of-5 multisig,Tether,1664538639,1780380519
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 9185011551142 }",active,27,704522,946451,3-of-5 multisig,Bitfinex,1633955955,1777036257
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 7360118632740 }",active,1980,761374,955820,,Upbit,1667371537,1782661442
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000688924 }",inactive,114,581111,763655,None,Binance,1560772361,1668742580
bc1q0ymzksy046tv4z88ts5nmu7s574umnwmdev3rt,"{ ""P2WPKH"" : 6265750674197 }",active,49,910923,911024,,Kraken,1755714589,1755779607
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 5590467077415 }",active,295,767604,944213,None,Gemini,1671155337,1775667564
bc1q0j55cut9nd2c88tnnsfultdx696c8lt6n4n0su,"{ ""P2WPKH"" : 4530054685689 }",active,63,939345,952226,,unidentified,1772679247,1780494838
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4255700729935 }",active,113,828493,955884,2-of-2 multisig,Coincheck,1706846746,1782709157
bc1qws342rlkhszh58rtn35zrw7w076puz83gkcufy,"{ ""P2WPKH"" : 4152000015621 }",active,1,916023,955533,,Deribit,1758627532,1782499638
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,"{ ""P2WSH"" : 3819436828479 }",active,50,850077,947230,3-of-6 multisig,Bybit,1719730779,1777516092
bc1qy3uw2kk45uj9vsy52rjfhydm2tnd6hreu8vha3,"{ ""P2WPKH"" : 3748418212745 }",active,30,910787,933108,,Kraken,1755631257,1768925586
3FuhQLprN9s9MR3bZzR5da7mw75fuahsaU,"{ ""P2SH"" : 3244555470672 }",active,3104,871495,955302,None,Bithumb,1732281641,1782376441
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164340209685 }",inactive,4819,630028,639966,,Binance Pool,1589245063,1595213609
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007642162 }",inactive,259,55632,70071,,unidentified,1273738958,1280014523
bc1q8taf2eca7pn9wu4czt8fgftqm288xtfxdyt33syzxuexxty733xsszghzk,"{ ""P2WSH"" : 3080000010644 }",active,18,877255,908911,3-of-5 multisig,Bitfinex,1735686730,1754515954
bc1qukw69mjxwp30adfqddv6gcyva26laxz562rhlk,"{ ""P2WPKH"" : 3046660299896 }",active,24,910924,946309,,Kraken,1755715762,1776952572
bc1q6h2v33qt0jjvpr2hxxtwhtvdvtn086g0n2qu06,"{ ""P2WPKH"" : 2969623736295 }",active,11,922343,954862,,Bitcoin Group SE,1762358087,1782145290
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 2698353636524 }",active,46,561082,933986,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1769526087
bc1qysj2w7xsw09datsy9mt9x50jn7qjd6qde6d66qm3ce0a4y9uzdpqcavdr0,"{ ""P2WSH"" : 2616163064225 }",active,58,889381,952129,3-of-5 multisig,River,1742914776,1780417322
39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,"{ ""P2SH"" : 2606238477237 }",active,49,820136,931290,None,unidentified,1701953241,1767801834
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2359950832823 }",active,91,741078,937194,,unidentified,1655408553,1771400541
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay,"{ ""P2SH"" : 2355908981268 }",active,262,678122,953923,2-of-3 multisig,unidentified,1617778570,1781603497
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 2310458862947 }",active,1999,725859,955971,,Crypto.com,1646387452,1782763331
bc1qs4z2d3h5je080f74tax92dwg08sf3hylj9vfg3,"{ ""P2WPKH"" : 2075501097254 }",active,6,933407,936399,,Revolut,1769110170,1771001118
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 2020273758312 }",active,68,745992,955941,2-of-2 multisig,Bitbank,1658472975,1782742563
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800352342 }",inactive,130,459340,459341,,unidentified,1490709559,1490709895
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1862693815758 }",active,1,877104,954451,,Purpose Investments,1735593578,1781904796
1M6V17HCv255sevEvB4P9fjZYoJC6z9NBJ|bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2PKH"" : 600, ""P2WPKH"" : 1744879433432 }",active,681,704052,956000,,Binance,1633677284,1782781949
