display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859759058074 }",inactive,5081,546288,770774,None,Binance,1539867558,1673072134
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 17322861415883 }",active,192,549926,958844,None,Binance,1542118262,1784534459
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 14084998537170 }",active,49,788818,948042,,Robinhood,1683571340,1777993363
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 13001007900798 }",inactive,46,590368,899592,3-of-5 multisig,Bitfinex,1565949629,1748919979
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 9693240679164 }",active,2,756361,957824,3-of-5 multisig,Tether,1664538639,1783931898
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 9185011548846 }",active,2,704522,957823,3-of-5 multisig,Bitfinex,1633955955,1783930547
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 7294894052014 }",active,1995,761374,958894,,Upbit,1667371537,1784558141
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000688924 }",inactive,114,581111,763655,None,Binance,1560772361,1668742580
bc1q0ymzksy046tv4z88ts5nmu7s574umnwmdev3rt,"{ ""P2WPKH"" : 6265750674197 }",active,49,910923,911024,,Kraken,1755714589,1755779607
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 5590467077415 }",active,295,767604,944213,None,Gemini,1671155337,1775667564
bc1q0j55cut9nd2c88tnnsfultdx696c8lt6n4n0su,"{ ""P2WPKH"" : 4490054687237 }",active,55,939345,958016,,unidentified,1772679247,1784038172
bc1qws342rlkhszh58rtn35zrw7w076puz83gkcufy,"{ ""P2WPKH"" : 4392500017170 }",active,5,916023,957054,,Deribit,1758627532,1783436985
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4255824537602 }",active,110,828493,958956,2-of-2 multisig,Coincheck,1706846746,1784605455
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,"{ ""P2WSH"" : 3819436828479 }",active,50,850077,947230,3-of-6 multisig,Bybit,1719730779,1777516092
bc1qy3uw2kk45uj9vsy52rjfhydm2tnd6hreu8vha3,"{ ""P2WPKH"" : 3748418212745 }",active,30,910787,933108,,Kraken,1755631257,1768925586
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164340209685 }",inactive,4819,630028,639966,,Binance Pool,1589245063,1595213609
3FuhQLprN9s9MR3bZzR5da7mw75fuahsaU,"{ ""P2SH"" : 3105411820416 }",active,3181,871495,958136,None,Bithumb,1732281641,1784107716
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007642162 }",inactive,259,55632,70071,,unidentified,1273738958,1280014523
bc1q8taf2eca7pn9wu4czt8fgftqm288xtfxdyt33syzxuexxty733xsszghzk,"{ ""P2WSH"" : 3080000010644 }",active,18,877255,908911,3-of-5 multisig,Bitfinex,1735686730,1754515954
bc1qukw69mjxwp30adfqddv6gcyva26laxz562rhlk,"{ ""P2WPKH"" : 3046660299896 }",active,24,910924,946309,,Kraken,1755715762,1776952572
bc1q6h2v33qt0jjvpr2hxxtwhtvdvtn086g0n2qu06,"{ ""P2WPKH"" : 2857723737167 }",active,12,922343,958984,,Bitcoin Group SE,1762358087,1784622478
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 2698353636524 }",active,46,561082,933986,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1769526087
39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,"{ ""P2SH"" : 2606238494937 }",active,50,820136,931290,None,unidentified,1701953241,1767801834
bc1qysj2w7xsw09datsy9mt9x50jn7qjd6qde6d66qm3ce0a4y9uzdpqcavdr0,"{ ""P2WSH"" : 2590658516822 }",active,58,889381,957447,3-of-5 multisig,River,1742914776,1783700435
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 2360078293696 }",active,2390,725859,958979,,Crypto.com,1646387452,1784617344
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2359950832823 }",active,91,741078,937194,,unidentified,1655408553,1771400541
bc1qs4z2d3h5je080f74tax92dwg08sf3hylj9vfg3,"{ ""P2WPKH"" : 2075501097254 }",active,6,933407,936399,,Revolut,1769110170,1771001118
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 2016339515520 }",active,65,745992,958984,2-of-2 multisig,Bitbank,1658472975,1784622478
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800352342 }",inactive,130,459340,459341,,unidentified,1490709559,1490709895
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1851993820946 }",active,2,877104,958319,,Purpose Investments,1735593578,1784232752
bc1p6mv2d3rpfhatkv77r6huuurgqyyklxpsnw3090k2qjwqtd6cwkcqzsruxt,"{ ""P2TR"" : 1762000000330 }",active,42,940788,958949,,Babylon,1773588149,1784598916
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555998436 }",inactive,120,505553,505587,,unidentified,1516640759,1516659244
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 1527274678586 }",active,126,824506,955401,None,VanEck,1704478197,1782423841
1BAuq7Vho2CEkVkUxbfU26LhwQjbCmWQkD,"{ ""P2PKH"" : 1500000146545 }",inactive,22,720872,839717,,Binance,1643450370,1713410760
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,"{ ""P2PKH"" : 1492858312833 }",active,131,822203,958977,,Binance,1703142175,1784615243
bc1p4zxtwg3rhr5jqkzuvf0q03m2a69clydghqqz6arhldxln7ew0guq840aqm,"{ ""P2TR"" : 1434000500330 }",never_spent,47,940783,,,Babylon,1773585745,
1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,"{ ""P2PKH"" : 1422705703967 }",active,189,771695,955294,,Upbit,1673588396,1782370508
36X44rmLtk218sXACZ3gFpNMFENi6dQ2n3,"{ ""P2SH"" : 1402937762979 }",active,80,942945,943078,None,unidentified,1774884267,1774970566
bc1qlt5nm3kflne7rht4alsnzdzad878ld5rcu4na0,"{ ""P2WPKH"" : 1361690531145 }",active,15420,865542,957863,,Crypto.com,1728874019,1783953675
3KZbyboy2MKfQjDKKf2R4UdVbUKgYvso22,"{ ""P2SH"" : 1358890241100 }",active,1,940897,945506,None,Bitfinex,1773667106,1776450575
bc1qsg6x2cvm75xuddn5g0ss9zglaamgz90q8vcp8w,"{ ""P2WPKH"" : 1351427986789 }",active,6,912325,914992,,Paxos,1756511099,1758047253
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1307727983004 }",active,124,671980,958857,None,unidentified,1614174908,1784540725
1M6V17HCv255sevEvB4P9fjZYoJC6z9NBJ|bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2PKH"" : 600, ""P2WPKH"" : 1224734320226 }",active,737,704052,959000,,Binance,1633677284,1784633581
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay,"{ ""P2SH"" : 1217917888279 }",active,231,678122,958990,2-of-3 multisig,unidentified,1617778570,1784627271
3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,"{ ""P2SH"" : 1173785870000 }",active,94,548485,939274,None,Bitfinex,1541189684,1772635423
bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,"{ ""P2WPKH"" : 1131248208303 }",active,1,814641,958991,,BitMEX,1698732830,1784628280
162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,"{ ""P2PKH"" : 1127420305899 }",active,476,759310,958300,,gate.io,1666154240,1784218470
bc1q7uq3u829ahn22sdlpac0h0lurq3a9yfd3ew69f,"{ ""P2WPKH"" : 1126827766973 }",active,4,872380,942334,,Revolut,1732827183,1774537181
3NWndKFmvV6cJ6ENgXVeaDTo3mBfAvr27H,"{ ""P2SH"" : 1114855678416 }",active,169,561082,958982,3-of-8 multisig,Boerse Stuttgart Digital,1549035993,1784620740
bc1qatjx2qc8vxz39m0qdz303z8et2pgmc74xz8km3,"{ ""P2WPKH"" : 1069928589684 }",active,2,877094,958433,,CI Global Asset Mgmt,1735587102,1784304536
12VuUfQHTGqWDvBzm8TBad1mZBm4hjGEzN,"{ ""P2PKH"" : 1009619754602 }",active,593,777589,958981,,Binance,1676954851,1784619304
1DzsfLRDfbmQM99xm59au2SrTY3YmciBSB,"{ ""P2PKH"" : 1000001069955 }",inactive,47,761378,761392,,Upbit,1667373869,1667385728
1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTm,"{ ""P2PKH"" : 1000000864867 }",inactive,38,761381,761392,,Upbit,1667376251,1667385728
12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCt,"{ ""P2PKH"" : 1000000774640 }",inactive,38,761380,761392,,Upbit,1667375892,1667385728
17uULjz9moeLyjXHoKNwDRgKzf8ahY3Jia,"{ ""P2PKH"" : 1000000767686 }",inactive,38,761380,761392,,Upbit,1667375892,1667385728
18qNs1yBGGKR8RyErnEF5kegbNUgPfixhS,"{ ""P2PKH"" : 1000000732051 }",inactive,38,761381,761392,,Upbit,1667376251,1667385728
1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewi,"{ ""P2PKH"" : 1000000611331 }",inactive,52,761379,761392,,Upbit,1667374646,1667385728
1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJ,"{ ""P2PKH"" : 1000000601643 }",inactive,41,761379,761392,,Upbit,1667374646,1667385728
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,"{ ""P2PKH"" : 1000000592279 }",inactive,40,761378,761392,,Upbit,1667373869,1667385728
1MewpRkpcbFdqamPPYc1bXa9AJ189Succy,"{ ""P2PKH"" : 1000000591519 }",inactive,35,761374,761392,,Upbit,1667371537,1667385728
1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kP,"{ ""P2PKH"" : 1000000348800 }",inactive,50,761373,761378,,Upbit,1667370763,1667373869
bc1q8urxlm2uye3t6nwg0y44sn32p0ynvefxpqseu4,"{ ""P2WPKH"" : 956631538544 }",active,86,792524,959000,,unidentified,1685699450,1784633581
1LVYbnSX6f6vE2Zn4zs2oZ4eKyBgzkqaay,"{ ""P2PKH"" : 937533609713 }",inactive,86,765294,878295,,unidentified,1669793267,1736303130
17MWdxfjPYP2PYhdy885QtihfbW181r1rn,"{ ""P2PKH"" : 934334122112 }",active,68,661174,927535,,unidentified,1607863854,1765523290
33eU1zeB2S4x3p4ccSsnAChXcGJgtMrMtZ,"{ ""P2SH"" : 925209058862 }",active,55,598256,917011,None,unidentified,1570432921,1759204362
13uZyaPbt4rTwYQ8xWFySVUzWH3pk2P5c7|bc1qrlsks7xe755m05zfreyjdxn34rypc4lnghtcwc,"{ ""P2PKH"" : 899939106396, ""P2WPKH"" : 5949811068 }",active,23,723449,948950,,MEXC,1644934787,1778509127
32qqF3w9W96S6br5x3cR75fgtFZwshjh4X,"{ ""P2SH"" : 904747387043 }",active,66,888721,958686,3-of-5 multisig,Bitget,1742537698,1784443409
bc1q9d5lq9psmkx9rtgewjgez7csg45faak2cccew8,"{ ""P2WPKH"" : 897300002432 }",active,17,890355,953893,,HashKey,1743487244,1781587640
bc1qvzgrkefd8v536de2vqhx4d25e5rly7lgk3p2vp,"{ ""P2WPKH"" : 890362128002 }",active,141,916338,958167,,Kraken,1758813356,1784131280
1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,"{ ""P2PKH"" : 867700159660 }",active,80,795034,957008,,Binance,1687167018,1783408995
1pChUJ9WQhWtqyt5RtSnLarZYQztZsbzi|bc1qprk4pfyqx8ecshg4wta8q2z0vvmdhennv5vsl3,"{ ""P2PKH"" : 692481214331, ""P2WPKH"" : 150908643204 }",active,19,854449,941323,,Binance US,1722232898,1773943231
bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,"{ ""P2WPKH"" : 797206693606 }",active,7,775609,958193,,unidentified,1675880116,1784146515
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,"{ ""P2PKH"" : 794106724538 }",inactive,84,49995,85225,,unidentified,1270915355,1287123778
bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge3gvh,"{ ""P2WSH"" : 790222620112 }",active,1,832688,958145,3-of-5 multisig,Abraxas Capital Mgmt,1709301624,1784111326
19dNe9Xg6JWvszgU3NuM6TNd2wHmANPbHB,"{ ""P2PKH"" : 775842577072 }",active,1,825056,952857,,NYDIG,1704835792,1780928276
34ovCavdkQgEYbrJk9Q1onhK7uWqq6J7DC,"{ ""P2SH"" : 741123864985 }",inactive,116,551641,903457,None,unidentified,1543286528,1751330578
bc1q0y5m6wdxjre0fs9m3u0j3pv2fcja6qw3a2f6ql,"{ ""P2WPKH"" : 702800170901 }",active,6,910925,929607,,Kraken,1755716415,1766774216
